full_text,tokenized_and_stemmed,tweet_english
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga semua masyarakat indonesia,ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga semua masyarakat indonesia,"IKN archipelago has become the center of new customs, not at the national level, at the world level, so all Indonesian people are proud"
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga semua masyarakat indonesia,ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga semua masyarakat indonesia,"IKN archipelago has become the center of new customs, not at the national level, at the world level, so all Indonesian people are proud"
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga semua masyarakat indonesia,ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga semua masyarakat indonesia,"IKN archipelago has become the center of new customs, not at the national level, at the world level, so all Indonesian people are proud"
proyek ikn kalimantan timur dominasi usaha pusat usaha lokal harap partisipasi proyek utama selesai,proyek ikn kalimantan timur dominasi usaha pusat usaha lokal harap partisipasi proyek utama selesai,"East Kalimantan fish project dominates local business center, hopes main project participation is completed"
main plaza seremoni,main plaza seremoni,main ceremonial plaza
jokowi kunjung brunei darussalam indonesia cuan rp 7 triliun investasi ikn lt,jokowi kunjung brunei darussalam indonesia cuan rp 7 triliun investasi ikn lt,"Jokowi visits Brunei Darussalam, Indonesia makes IDR 7 trillion investment in IKN LT"
kereta api rel made in china bakal aspal ikn tak aral lintang baca lengkap  ikn,kereta api rel made in china bakal aspal ikn tak aral lintang baca lengkap ikn,"railways made in China will be paved with IKN, read the complete IKN"
banyak 28 proyek gedung kawasan inti pusat perintah kipp ibu kota nusantara ikn bakal rampung lengkap ikn,banyak 28 proyek gedung kawasan inti pusat perintah kipp ibu kota nusantara ikn bakal rampung lengkap ikn,"many 28 building projects in the core area of ​​the Kipp command center, the capital of the archipelago, IKN will be completely completed IKN"
kawasan ikn banyak 75 kawasan hijau lestari alam,kawasan ikn banyak 75 kawasan hijau lestari alam,IKN area has many 75 naturally sustainable green areas
program hijau ikn nusantara bas lingkung,program hijau ikn nusantara bas lingkung,Indonesian IKN Green Program Bas Lingkung
janji pak basuki soal kualitas jalan tol ikn nusantara,janji pak basuki soal kualitas jalan tol ikn nusantara,Pak Basuki's promise regarding the quality of the IKN archipelago toll road
aja jokowi usaha vietnam investasi ikn nusantara,aja jokowi usaha vietnam investasi ikn nusantara,"Just Jokowi, Vietnam's Indonesian fish investment business"
kolaborasi usaha vietnam investasi ikn nusantara,kolaborasi usaha vietnam investasi ikn nusantara,Vietnamese business collaboration for Indonesian fish investment
pks menang ibukota tetap jakarta,pks menang ibukota tetap jakarta,"PKS wins, the capital remains Jakarta"
pks menang ibukota tetap jakarta,pks menang ibukota tetap jakarta,"PKS wins, the capital remains Jakarta"
batik air tambah rute baru bal balikpapan tingkat konektivitas ikn,batik air tambah rute baru bal balikpapan tingkat konektivitas ikn,Batik Air adds new route to Bal Balikpapan with IKN connectivity level
hallo-hallo  vex buddies gmna tuju g sama statement atas,hallo-hallo vex buddies gmna tuju g sama statement atas,"hello-hallo vex buddies, how do you go to the same statement above"
basuki hadimuljono menteri pupr kualitas jalan tol nusantara baik indonesia,basuki hadimuljono menteri pupr kualitas jalan tol nusantara baik indonesia,"Basuki Hadimuljono, Minister of Public Works, Indonesia's archipelago toll road quality is good"
usaha vietnam investasi,usaha vietnam investasi,Vietnam investment business
tingkat ekonomi indonesia presiden jokowi ajak usaha vietnam investasi nusantara,tingkat ekonomi indonesia presiden jokowi ajak usaha vietnam investasi nusantara,"Indonesia's economic level, President Jokowi invites Vietnamese businesses to invest in the archipelago"
      capres cawapres ri 2024 kunjung ikn ibu kota nusantara ,capres cawapres ri 2024 kunjung ikn ibu kota nusantara,RI 2024 presidential and vice presidential candidates visit the capital of the archipelago
ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga semua masyarakat indonesia,ikn nusantara jadi pusat adab baru bukan di level nasional di tingkat dunia ini jadi bangga semua masyarakat indonesia,"IKN archipelago has become the center of new customs, not at the national level, at the world level, so all Indonesian people are proud"
brunei investasi ikn,brunei investasi ikn,Brunei Investment IKN
last in kalimantan,last in kalimantan,last in Kalimantan
upaya perintah wujud bangun papua tepat sasar,upaya perintah wujud bangun papua tepat sasar,Papua's wake-up command's efforts are right on target
warga tak kebun sejak lahan masuk bandara vvip ikn nusantara tak jelas ganti lewat,warga tak kebun sejak lahan masuk bandara vvip ikn nusantara tak jelas ganti lewat,Residents have not had gardens since the land entering the VVIP IKN Nusantara airport has not been clearly replaced
fakta kena bangun ikn nusantara,fakta kena bangun ikn nusantara,facts about the Indonesian archipelago
beberapa sumber anggar bangun ikn nusantara,beberapa sumber anggar bangun ikn nusantara,Several fencing sources build Indonesian archipelago
proyek ikn nusantara tawar para investor,proyek ikn nusantara tawar para investor,Indonesian fish project bid by investors
fakta bangun ikn nusantara,fakta bangun ikn nusantara,facts about the rise of the Indonesian archipelago
daya tarik wisata ada sekitar kawasan ikn nusantara,daya tarik wisata ada sekitar kawasan ikn nusantara,There are tourist attractions around the IKN archipelago area
makanya hindar gin jadi repkiplik,makanya hindar gin jadi repkiplik,That's why avoid gin becoming a replica
hari banyak banget postingan soal ikn lewat fyp tiktok jadi pikir klau 01 menang gimana nasib ikn klau salah 01 kan mau buat 40 kota jakarta apa ikn bengkalai,hari banyak banget postingan soal ikn lewat fyp tiktok jadi pikir klau 01 menang gimana nasib ikn klau salah 01 kan mau buat 40 kota jakarta apa ikn bengkalai,"Today there are lots of posts about IKN via FYP TikTok, so I wonder if 01 wins, what will happen to IKN, if it's wrong, 01 wants to build 40 cities in Jakarta, is IKN abandoned?"
jangan lewat ya,jangan lewat ya,don't pass by okay?
dirjen bina marga menteri pupr sebut pada hut ri 2024 jalan tol akses ikn baru lintas fungsional buka bagi satu arah ingat proses konstruksi langsung,dirjen bina marga menteri pupr sebut pada hut ri 2024 jalan tol akses ikn baru lintas fungsional buka bagi satu arah ingat proses konstruksi langsung,"the director general of civil development, minister of public transportation, said that on the 2024 anniversary of the Republic of Indonesia, the new cross-functional IKN access toll road will be open in one direction, remember that the construction process is direct"
kerja sama bangun pertamina ikn,kerja sama bangun pertamina ikn,Collaboration to build Pertamina IKN
negeri piatu bayang ibu kota baru ibu negara,negeri piatu bayang ibu kota baru ibu negara,an orphan country in the shadow of the new capital of the country
mantap air keran ikn langsung minum,mantap air keran ikn langsung minum,"The tap water is great, the fish can drink it straight away"
target akan canang bangun ikn nusantara,target akan canang bangun ikn nusantara,The target will be to build the Indonesian archipelago
investor malaysia turut tanam modal bangun ikn nusantara,investor malaysia turut tanam modal bangun ikn nusantara,Malaysian investors are also investing capital to build Indonesian fisheries
investor beri mudah bangun ikn nusantara,investor beri mudah bangun ikn nusantara,investors make it easy to build the Indonesian archipelago
6 domain akan gandeng bangun ikn nusantara,6 domain akan gandeng bangun ikn nusantara,6 domains will work together to build the Indonesian archipelago
anies banding anggar buat rel kereta api pontianak-samarinda lebih kecil ikn nusantara lewat,anies banding anggar buat rel kereta api pontianak-samarinda lebih kecil ikn nusantara lewat,Anies appeals fencing to make the Pontianak-Samarinda railway track smaller and the Indonesian archipelago passes
dewan timbang timnas amin bangun 40 kota tara jakarta tak bakal posisi ikn jadi hambalang 2,dewan timbang timnas amin bangun 40 kota tara jakarta tak bakal posisi ikn jadi hambalang 2,"Amin's national team weighing board builds 40 tara cities, Jakarta will not be in the position of IKN being a hindrance 2"
kepala otorita ikn bambang susantono smart city mudah hidup beri rasa aman lalu manfaat teknologi tepat,kepala otorita ikn bambang susantono smart city mudah hidup beri rasa aman lalu manfaat teknologi tepat,"Head of IKN Authority Bambang Susantono Smart City is easy to live with, provides a sense of security and benefits from the right technology"
universitas nama amerika serikat as northern illinois university niu rencana bangun kampus pascasarjana ibu kota nusantara ikn lt,universitas nama amerika serikat as northern illinois university niu rencana bangun kampus pascasarjana ibu kota nusantara ikn lt,university names of the united states us northern illinois university niu plans to build postgraduate campus capital of the archipelago ikn lt
ketua hubung komisi yudisial republik indonesia wilayah papua dukung amp sukses nusantara,ketua hubung komisi yudisial republik indonesia wilayah papua dukung amp sukses nusantara,Chairman of the Judicial Commission of the Republic of Indonesia for the Papua region supports the success of the archipelago
badan bank tanah dukung cepat bangun bandara vvip,badan bank tanah dukung cepat bangun bandara vvip,land bank agency supports quick construction of vvip airport
anies banding anggar buat rel kereta api pontianak-samarinda lebih kecil ikn nusantara lewat,anies banding anggar buat rel kereta api pontianak-samarinda lebih kecil ikn nusantara lewat,Anies appeals fencing to make the Pontianak-Samarinda railway track smaller and the Indonesian archipelago passes
masuk 5 besar investasi ikn korsel bantu kembang smart city hingga tol bawah laut,masuk 5 besar investasi ikn korsel bantu kembang smart city hingga tol bawah laut,Entered the top 5 South Korean fish investments to help develop smart cities and underwater highways
proyek ikn nusantara dukung transformasi ekonomi indonesia arah digitalisasi,proyek ikn nusantara dukung transformasi ekonomi indonesia arah digitalisasi,The Indonesian IKN project supports Indonesia's economic transformation towards digitalization
niu universitas riset publik as nyata minat diri program pascasarjana ikn nusantara diskusi lisa c freeman bambang susantono bahas potensi kerjasama didik internasional,niu universitas riset publik as nyata minat diri program pascasarjana ikn nusantara diskusi lisa c freeman bambang susantono bahas potensi kerjasama didik internasional,niu US public research university real self-interest postgraduate program Indonesian fish discussion lisa c freeman bambang susantono discusses potential for international educational collaboration
anies baswedan bakal evaluasi ikn bila menang pilpres 2024 anies anggar ikn alokasi butuh utama hidup masyarakat,anies baswedan bakal evaluasi ikn bila menang pilpres 2024 anies anggar ikn alokasi butuh utama hidup masyarakat,Anies Baswedan will evaluate IKN if he wins 2024 presidential election
tim satgas operasi nusantara mahakam intensif patroli kawasan inti pusat perintah kipp ikn nusantara najam upaya jaga aman lancar bangun,tim satgas operasi nusantara mahakam intensif patroli kawasan inti pusat perintah kipp ikn nusantara najam upaya jaga aman lancar bangun,the Mahakam Archipelago Operations Task Force team intensively patrols the core area of ​​the Kipp IKN Nusantara command center sharpens security efforts to build smoothly
